Investor,Startup,Compatibility,Score
"Rush, Palmer and Perkins",Combs-Rivera,Low Compatibility,27.0
"Rush, Palmer and Perkins","Greene, Dyer and Owens",Low Compatibility,27.0
"Rush, Palmer and Perkins",Manning Group,Low Compatibility,27.0
Hutchinson PLC,Barrett and Sons,Low Compatibility,27.0
"Rush, Palmer and Perkins","Warren, Prince and Walker",Low Compatibility,27.0
Hutchinson PLC,"Jackson, Scott and Mclean",Low Compatibility,27.0
"Rush, Palmer and Perkins","Woodard, Beck and Kim",Low Compatibility,27.0
"Rush, Palmer and Perkins",Taylor LLC,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Bennett, Green and Robles",Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Walker, Allen and Conrad",Low Compatibility,27.0
"Phillips, Vincent and Mcintosh",Torres-Orr,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Gay, Hoffman and Rose",Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Smith, Cunningham and Mays",Low Compatibility,27.0
"King, Foster and Orr","Edwards, Cabrera and Miller",Low Compatibility,27.0
"King, Foster and Orr",Murphy PLC,Low Compatibility,27.0
Martin Group,Combs-Rivera,Low Compatibility,27.0
Martin Group,"Greene, Dyer and Owens",Low Compatibility,27.0
Martin Group,Manning Group,Low Compatibility,27.0
Martin Group,"White, Odom and Burke",Low Compatibility,27.0
Martin Group,Jensen-Roberts,Low Compatibility,27.0
Martin Group,"Edwards, Cabrera and Miller",Low Compatibility,27.0
"Phillips, Vincent and Mcintosh",Brown-Burton,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Rogers, Larsen and Smith",Low Compatibility,27.0
"Phillips, Vincent and Mcintosh",York-Ball,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Lee, Sosa and Hernandez",Low Compatibility,27.0
Martin Group,Hickman and Sons,Low Compatibility,27.0
Martin Group,"Woodard, Beck and Kim",Low Compatibility,27.0
Martin Group,Martinez Inc,Low Compatibility,27.0
Martin Group,"Bennett, Walker and Taylor",Low Compatibility,27.0
Martin Group,"Hammond, Thornton and Michael",Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Perkins, Moss and Moreno",Low Compatibility,27.0
Carney Group,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Carney Group,Taylor-Taylor,Low Compatibility,27.0
Carney Group,Rivera Inc,Low Compatibility,27.0
Carney Group,Jensen-Roberts,Low Compatibility,27.0
Hodges-Mendoza,Johnston-Fuller,Low Compatibility,27.0
Hodges-Mendoza,York-Ball,Low Compatibility,27.0
Hodges-Mendoza,"Lee, Sosa and Hernandez",Low Compatibility,27.0
Hodges-Mendoza,"Perkins, Moss and Moreno",Low Compatibility,27.0
Hodges-Mendoza,"Bennett, Green and Robles",Low Compatibility,27.0
Hodges-Mendoza,Hunt LLC,Low Compatibility,27.0
Hodges-Mendoza,Torres-Orr,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh",Brown-Watson,Low Compatibility,27.0
Martin Group,Murphy PLC,Low Compatibility,27.0
Martin Group,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Martin Group,Adkins-Dean,Low Compatibility,27.0
Smith-Wright,Combs-Rivera,Low Compatibility,27.0
Smith-Wright,"Greene, Dyer and Owens",Low Compatibility,27.0
Smith-Wright,Manning Group,Low Compatibility,27.0
Martin Group,Padilla Inc,Low Compatibility,27.0
Martin Group,Martinez and Sons,Low Compatibility,27.0
Martin Group,Barrett and Sons,Low Compatibility,27.0
Martin Group,"Jackson, Scott and Mclean",Low Compatibility,27.0
Martin Group,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Martin Group,Taylor-Taylor,Low Compatibility,27.0
Martin Group,Rivera Inc,Low Compatibility,27.0
"King, Mitchell and Williams",Murphy PLC,Low Compatibility,27.0
"King, Mitchell and Williams","Fuentes, Hebert and Hunter",Low Compatibility,27.0
"King, Foster and Orr","Fuentes, Hebert and Hunter",Low Compatibility,27.0
"King, Mitchell and Williams",Adkins-Dean,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh","Crawford, Reyes and Smith",Low Compatibility,27.0
Smith-Wright,"White, Odom and Burke",Low Compatibility,27.0
Smith-Wright,"Woodard, Beck and Kim",Low Compatibility,27.0
Smith-Wright,Taylor LLC,Low Compatibility,27.0
Smith-Wright,Martinez Inc,Low Compatibility,27.0
Smith-Wright,"Bennett, Walker and Taylor",Low Compatibility,27.0
"Phillips, Vincent and Mcintosh",Martin-Hudson,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh",Mata Ltd,Low Compatibility,27.0
"Phillips, Vincent and Mcintosh",Nguyen PLC,Low Compatibility,27.0
Smith-Wright,Torres Inc,Low Compatibility,27.0
Smith-Wright,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Smith-Wright,Taylor-Taylor,Low Compatibility,27.0
"King, Mitchell and Williams",Taylor LLC,Low Compatibility,27.0
Fleming Ltd,"Greene, Dyer and Owens",Low Compatibility,27.0
Fleming Ltd,Manning Group,Low Compatibility,27.0
"King, Mitchell and Williams","Hammond, Thornton and Michael",Low Compatibility,27.0
"King, Mitchell and Williams",Padilla Inc,Low Compatibility,27.0
Fleming Ltd,"White, Odom and Burke",Low Compatibility,27.0
Hodges-Mendoza,Bell-Stephenson,Low Compatibility,27.0
"King, Mitchell and Williams",Torres Inc,Low Compatibility,27.0
"King, Mitchell and Williams","Fischer, Oconnor and Wright",Low Compatibility,27.0
"King, Mitchell and Williams",Taylor-Taylor,Low Compatibility,27.0
"King, Mitchell and Williams",Rivera Inc,Low Compatibility,27.0
Fleming Ltd,"Warren, Prince and Walker",Low Compatibility,27.0
"King, Mitchell and Williams","Edwards, Cabrera and Miller",Low Compatibility,27.0
Harris Ltd,Combs-Rivera,Low Compatibility,27.0
Fleming Ltd,Hickman and Sons,Low Compatibility,27.0
Fleming Ltd,"Woodard, Beck and Kim",Low Compatibility,27.0
Hutchinson PLC,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
"King, Foster and Orr",Padilla Inc,Low Compatibility,27.0
Smith-Wright,"Hammond, Thornton and Michael",Low Compatibility,27.0
Smith-Wright,Padilla Inc,Low Compatibility,27.0
Smith-Wright,Martinez and Sons,Low Compatibility,27.0
"King, Foster and Orr",Martinez and Sons,Low Compatibility,27.0
Smith-Wright,"Jackson, Scott and Mclean",Low Compatibility,27.0
Casey-Cabrera,"Greene, Dyer and Owens",Low Compatibility,27.0
Carney Group,Manning Group,Low Compatibility,27.0
Carney Group,"White, Odom and Burke",Low Compatibility,27.0
Carney Group,"Warren, Prince and Walker",Low Compatibility,27.0
Carney Group,Hickman and Sons,Low Compatibility,27.0
Carney Group,"Woodard, Beck and Kim",Low Compatibility,27.0
Casey-Cabrera,Manning Group,Low Compatibility,27.0
Casey-Cabrera,"White, Odom and Burke",Low Compatibility,27.0
Casey-Cabrera,"Warren, Prince and Walker",Low Compatibility,27.0
Casey-Cabrera,Hickman and Sons,Low Compatibility,27.0
Johnson-Hale,"Walker, Allen and Conrad",Low Compatibility,27.0
Johnson-Hale,"Gay, Hoffman and Rose",Low Compatibility,27.0
Johnson-Hale,"Smith, Cunningham and Mays",Low Compatibility,27.0
"King, Mitchell and Williams",Combs-Rivera,Low Compatibility,27.0
Harris Ltd,"Warren, Prince and Walker",Low Compatibility,27.0
"King, Foster and Orr",Barrett and Sons,Low Compatibility,27.0
Harris Ltd,Taylor LLC,Low Compatibility,27.0
Smith-Wright,Murphy PLC,Low Compatibility,27.0
Smith-Wright,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Smith-Wright,Adkins-Dean,Low Compatibility,27.0
Johnson-Hale,York-Ball,Low Compatibility,27.0
Johnson-Hale,"Lee, Sosa and Hernandez",Low Compatibility,27.0
Johnson-Hale,"Perkins, Moss and Moreno",Low Compatibility,27.0
Harris Ltd,Martinez Inc,Low Compatibility,27.0
Harris Ltd,"Bennett, Walker and Taylor",Low Compatibility,27.0
Harris Ltd,"Hammond, Thornton and Michael",Low Compatibility,27.0
Harris Ltd,Padilla Inc,Low Compatibility,27.0
"King, Foster and Orr","Jackson, Scott and Mclean",Low Compatibility,27.0
Harris Ltd,"Jackson, Scott and Mclean",Low Compatibility,27.0
Harris Ltd,Torres Inc,Low Compatibility,27.0
Harris Ltd,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Harris Ltd,Taylor-Taylor,Low Compatibility,27.0
Harris Ltd,Rivera Inc,Low Compatibility,27.0
"King, Foster and Orr","Fischer, Oconnor and Wright",Low Compatibility,27.0
Johnson-Hale,"Bennett, Green and Robles",Low Compatibility,27.0
Johnson-Hale,Hunt LLC,Low Compatibility,27.0
Johnson-Hale,Bell-Stephenson,Low Compatibility,27.0
Johnson-Hale,Hess-Wheeler,Low Compatibility,27.0
Johnson-Hale,"Grant, Wright and Pearson",Low Compatibility,27.0
Johnson-Hale,"Dalton, Nguyen and Webb",Low Compatibility,27.0
Johnson-Hale,Harris Group,Low Compatibility,27.0
Johnson-Hale,"Rogers, Larsen and Smith",Low Compatibility,27.0
Harris Ltd,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Harris Ltd,Murphy PLC,Low Compatibility,27.0
Harris Ltd,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Harris Ltd,Adkins-Dean,Low Compatibility,27.0
French Ltd,"Greene, Dyer and Owens",Low Compatibility,27.0
Johnson-Hale,Johnston-Fuller,Low Compatibility,27.0
Casey-Cabrera,"Woodard, Beck and Kim",Low Compatibility,27.0
Casey-Cabrera,Taylor LLC,Low Compatibility,27.0
"Aguirre, Vincent and Chang","Walker, Allen and Conrad",Low Compatibility,27.0
"Aguirre, Vincent and Chang",Torres-Orr,Low Compatibility,27.0
"King, Foster and Orr",Taylor-Taylor,Low Compatibility,27.0
"Aguirre, Vincent and Chang","Smith, Cunningham and Mays",Low Compatibility,27.0
Carney Group,Combs-Rivera,Low Compatibility,27.0
Carney Group,"Greene, Dyer and Owens",Low Compatibility,27.0
Casey-Cabrera,"Hammond, Thornton and Michael",Low Compatibility,27.0
"Berry, Williams and Bean",Torres-Orr,Low Compatibility,27.0
"Berry, Williams and Bean","Gay, Hoffman and Rose",Low Compatibility,27.0
"Berry, Williams and Bean","Smith, Cunningham and Mays",Low Compatibility,27.0
Johnson-Hale,"Meadows, Stephens and Hernandez",Low Compatibility,27.0
Johnson-Hale,Hill-Huerta,Low Compatibility,27.0
Johnson-Hale,Spencer and Sons,Low Compatibility,27.0
Johnson-Hale,Martin-Hudson,Low Compatibility,27.0
Johnson-Hale,"Miller, Swanson and Allen",Low Compatibility,27.0
"King, Foster and Orr",Rivera Inc,Low Compatibility,27.0
"King, Foster and Orr",Jensen-Roberts,Low Compatibility,27.0
French Ltd,Manning Group,Low Compatibility,27.0
"King, Foster and Orr",Manning Group,Low Compatibility,27.0
French Ltd,"Warren, Prince and Walker",Low Compatibility,27.0
"King, Foster and Orr","White, Odom and Burke",Low Compatibility,27.0
"King, Foster and Orr","Warren, Prince and Walker",Low Compatibility,27.0
French Ltd,Adkins-Dean,Low Compatibility,27.0
Gordon PLC,Combs-Rivera,Low Compatibility,27.0
"Berry, Williams and Bean",Johnston-Fuller,Low Compatibility,27.0
"Berry, Williams and Bean",York-Ball,Low Compatibility,27.0
"Berry, Williams and Bean","Lee, Sosa and Hernandez",Low Compatibility,27.0
"Berry, Williams and Bean",Hunt LLC,Low Compatibility,27.0
French Ltd,Taylor LLC,Low Compatibility,27.0
French Ltd,"Hammond, Thornton and Michael",Low Compatibility,27.0
French Ltd,Padilla Inc,Low Compatibility,27.0
French Ltd,Martinez and Sons,Low Compatibility,27.0
"King, Foster and Orr",Hickman and Sons,Low Compatibility,27.0
French Ltd,Torres Inc,Low Compatibility,27.0
French Ltd,"Fischer, Oconnor and Wright",Low Compatibility,27.0
French Ltd,Taylor-Taylor,Low Compatibility,27.0
"Berry, Williams and Bean","Walker, Allen and Conrad",Low Compatibility,27.0
Gordon PLC,"Woodard, Beck and Kim",Low Compatibility,27.0
"Berry, Williams and Bean",Mata Ltd,Low Compatibility,27.0
"Berry, Williams and Bean",Hess-Wheeler,Low Compatibility,27.0
"Berry, Williams and Bean","Grant, Wright and Pearson",Low Compatibility,27.0
"Berry, Williams and Bean","Dalton, Nguyen and Webb",Low Compatibility,27.0
"Berry, Williams and Bean",Nguyen PLC,Low Compatibility,27.0
"Berry, Williams and Bean",Brown-Watson,Low Compatibility,27.0
"Berry, Williams and Bean",Brown-Burton,Low Compatibility,27.0
"Berry, Williams and Bean",Harris Group,Low Compatibility,27.0
"Berry, Williams and Bean","Rogers, Larsen and Smith",Low Compatibility,27.0
French Ltd,Rivera Inc,Low Compatibility,27.0
"King, Foster and Orr",Adkins-Dean,Low Compatibility,27.0
French Ltd,"Edwards, Cabrera and Miller",Low Compatibility,27.0
French Ltd,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
"Vaughn, Smith and Larson",Combs-Rivera,Low Compatibility,27.0
"Berry, Williams and Bean","Meadows, Stephens and Hernandez",Low Compatibility,27.0
"Berry, Williams and Bean","Crawford, Reyes and Smith",Low Compatibility,27.0
"Berry, Williams and Bean",Hill-Huerta,Low Compatibility,27.0
"Berry, Williams and Bean",Spencer and Sons,Low Compatibility,27.0
"Berry, Williams and Bean",Martin-Hudson,Low Compatibility,27.0
"Berry, Williams and Bean","Miller, Swanson and Allen",Low Compatibility,27.0
"Berry, Williams and Bean",Bell-Stephenson,Low Compatibility,27.0
Gordon PLC,"Greene, Dyer and Owens",Low Compatibility,27.0
Gordon PLC,Manning Group,Low Compatibility,27.0
Gordon PLC,"White, Odom and Burke",Low Compatibility,27.0
Gordon PLC,"Warren, Prince and Walker",Low Compatibility,27.0
Gordon PLC,Hickman and Sons,Low Compatibility,27.0
Casey-Cabrera,Padilla Inc,Low Compatibility,27.0
Casey-Cabrera,Martinez and Sons,Low Compatibility,27.0
Casey-Cabrera,"Jackson, Scott and Mclean",Low Compatibility,27.0
Casey-Cabrera,Torres Inc,Low Compatibility,27.0
Casey-Cabrera,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Casey-Cabrera,Taylor-Taylor,Low Compatibility,27.0
Casey-Cabrera,Rivera Inc,Low Compatibility,27.0
Casey-Cabrera,Jensen-Roberts,Low Compatibility,27.0
"Aguirre, Vincent and Chang",Johnston-Fuller,Low Compatibility,27.0
"Vaughn, Smith and Larson","Greene, Dyer and Owens",Low Compatibility,27.0
"Aguirre, Vincent and Chang","Bennett, Green and Robles",Low Compatibility,27.0
"Aguirre, Vincent and Chang",Hunt LLC,Low Compatibility,27.0
"Vaughn, Smith and Larson",Manning Group,Low Compatibility,27.0
"Vaughn, Smith and Larson","White, Odom and Burke",Low Compatibility,27.0
Gordon PLC,Taylor LLC,Low Compatibility,27.0
Gordon PLC,Martinez Inc,Low Compatibility,27.0
Gordon PLC,"Bennett, Walker and Taylor",Low Compatibility,27.0
Gordon PLC,Martinez and Sons,Low Compatibility,27.0
Gordon PLC,Barrett and Sons,Low Compatibility,27.0
Gordon PLC,Torres Inc,Low Compatibility,27.0
Parker-Miller,Spencer and Sons,Low Compatibility,27.0
Parker-Miller,Martin-Hudson,Low Compatibility,27.0
Parker-Miller,"Miller, Swanson and Allen",Low Compatibility,27.0
Parker-Miller,Bell-Stephenson,Low Compatibility,27.0
Parker-Miller,Mata Ltd,Low Compatibility,27.0
Maldonado PLC,Brown-Burton,Low Compatibility,27.0
Parker-Miller,Hess-Wheeler,Low Compatibility,27.0
Parker-Miller,"Grant, Wright and Pearson",Low Compatibility,27.0
Hutchinson PLC,Combs-Rivera,Low Compatibility,27.0
Hutchinson PLC,"Greene, Dyer and Owens",Low Compatibility,27.0
Hutchinson PLC,Manning Group,Low Compatibility,27.0
Casey-Cabrera,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Casey-Cabrera,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Casey-Cabrera,Adkins-Dean,Low Compatibility,27.0
Kirby-Foster,Combs-Rivera,Low Compatibility,27.0
Kirby-Foster,"Greene, Dyer and Owens",Low Compatibility,27.0
Kirby-Foster,Manning Group,Low Compatibility,27.0
Kirby-Foster,"White, Odom and Burke",Low Compatibility,27.0
Kirby-Foster,"Warren, Prince and Walker",Low Compatibility,27.0
Kirby-Foster,Hickman and Sons,Low Compatibility,27.0
Hutchinson PLC,"White, Odom and Burke",Low Compatibility,27.0
Parker-Miller,"Dalton, Nguyen and Webb",Low Compatibility,27.0
Parker-Miller,Nguyen PLC,Low Compatibility,27.0
Parker-Miller,Brown-Watson,Low Compatibility,27.0
Parker-Miller,Brown-Burton,Low Compatibility,27.0
Gordon PLC,Rivera Inc,Low Compatibility,27.0
Gordon PLC,Jensen-Roberts,Low Compatibility,27.0
Gordon PLC,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Gordon PLC,Murphy PLC,Low Compatibility,27.0
Smith Group,Torres Inc,Low Compatibility,27.0
Thompson and Sons,Barrett and Sons,Low Compatibility,27.0
Thompson and Sons,Torres Inc,Low Compatibility,27.0
Thompson and Sons,Rivera Inc,Low Compatibility,27.0
Thompson and Sons,Jensen-Roberts,Low Compatibility,27.0
Thompson and Sons,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Thompson and Sons,Murphy PLC,Low Compatibility,27.0
Smith Group,Combs-Rivera,Low Compatibility,27.0
Smith Group,"Warren, Prince and Walker",Low Compatibility,27.0
Smith Group,Hickman and Sons,Low Compatibility,27.0
Kirby-Foster,"Woodard, Beck and Kim",Low Compatibility,27.0
"Aguirre, Vincent and Chang",Mata Ltd,Low Compatibility,27.0
"Aguirre, Vincent and Chang",Hess-Wheeler,Low Compatibility,27.0
"Aguirre, Vincent and Chang","Grant, Wright and Pearson",Low Compatibility,27.0
"Aguirre, Vincent and Chang","Dalton, Nguyen and Webb",Low Compatibility,27.0
Stephens Inc,Hunt LLC,Low Compatibility,27.0
"Aguirre, Vincent and Chang",Brown-Watson,Low Compatibility,27.0
"Aguirre, Vincent and Chang",Brown-Burton,Low Compatibility,27.0
"Aguirre, Vincent and Chang",Harris Group,Low Compatibility,27.0
Kirby-Foster,Martinez Inc,Low Compatibility,27.0
Kirby-Foster,"Bennett, Walker and Taylor",Low Compatibility,27.0
Thompson and Sons,"Woodard, Beck and Kim",Low Compatibility,27.0
Thompson and Sons,Taylor LLC,Low Compatibility,27.0
Thompson and Sons,Martinez Inc,Low Compatibility,27.0
Thompson and Sons,"Bennett, Walker and Taylor",Low Compatibility,27.0
Thompson and Sons,Martinez and Sons,Low Compatibility,27.0
Smith Group,Taylor LLC,Low Compatibility,27.0
Smith Group,Martinez Inc,Low Compatibility,27.0
Smith Group,"Bennett, Walker and Taylor",Low Compatibility,27.0
Smith Group,"Hammond, Thornton and Michael",Low Compatibility,27.0
Smith Group,Padilla Inc,Low Compatibility,27.0
Smith Group,Barrett and Sons,Low Compatibility,27.0
Smith Group,"Jackson, Scott and Mclean",Low Compatibility,27.0
Smith Group,Murphy PLC,Low Compatibility,27.0
Smith Group,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Smith Group,Adkins-Dean,Low Compatibility,27.0
Thompson and Sons,Combs-Rivera,Low Compatibility,27.0
Thompson and Sons,"Greene, Dyer and Owens",Low Compatibility,27.0
Thompson and Sons,Manning Group,Low Compatibility,27.0
Thompson and Sons,"White, Odom and Burke",Low Compatibility,27.0
Thompson and Sons,"Warren, Prince and Walker",Low Compatibility,27.0
Thompson and Sons,Hickman and Sons,Low Compatibility,27.0
Kirby-Foster,"Hammond, Thornton and Michael",Low Compatibility,27.0
Kirby-Foster,Padilla Inc,Low Compatibility,27.0
Kirby-Foster,Martinez and Sons,Low Compatibility,27.0
Kirby-Foster,Barrett and Sons,Low Compatibility,27.0
Kirby-Foster,"Jackson, Scott and Mclean",Low Compatibility,27.0
Kirby-Foster,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Kirby-Foster,Taylor-Taylor,Low Compatibility,27.0
Stephens Inc,Torres-Orr,Low Compatibility,27.0
Ryan LLC,"Smith, Cunningham and Mays",Low Compatibility,27.0
"Aguirre, Vincent and Chang","Meadows, Stephens and Hernandez",Low Compatibility,27.0
"Aguirre, Vincent and Chang","Crawford, Reyes and Smith",Low Compatibility,27.0
"Vaughn, Smith and Larson",Hickman and Sons,Low Compatibility,27.0
Barker and Sons,Torres Inc,Low Compatibility,27.0
Barker and Sons,Rivera Inc,Low Compatibility,27.0
Barker and Sons,Jensen-Roberts,Low Compatibility,27.0
Barker and Sons,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Barker and Sons,Murphy PLC,Low Compatibility,27.0
Miller-Johnson,"Crawford, Reyes and Smith",Low Compatibility,27.0
Miller-Johnson,Martin-Hudson,Low Compatibility,27.0
Miller-Johnson,Mata Ltd,Low Compatibility,27.0
Smith Group,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Smith Group,Taylor-Taylor,Low Compatibility,27.0
Smith Group,Rivera Inc,Low Compatibility,27.0
Smith Group,Jensen-Roberts,Low Compatibility,27.0
Smith Group,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Miller-Johnson,"Gay, Hoffman and Rose",Low Compatibility,27.0
Barker and Sons,"Woodard, Beck and Kim",Low Compatibility,27.0
Barker and Sons,Taylor LLC,Low Compatibility,27.0
Barker and Sons,Martinez Inc,Low Compatibility,27.0
Barker and Sons,"Bennett, Walker and Taylor",Low Compatibility,27.0
Barker and Sons,Martinez and Sons,Low Compatibility,27.0
Barker and Sons,Barrett and Sons,Low Compatibility,27.0
Miller-Johnson,Nguyen PLC,Low Compatibility,27.0
Miller-Johnson,Brown-Watson,Low Compatibility,27.0
Miller-Johnson,Brown-Burton,Low Compatibility,27.0
Miller-Johnson,"Rogers, Larsen and Smith",Low Compatibility,27.0
"Aguirre, Vincent and Chang",Spencer and Sons,Low Compatibility,27.0
"Vaughn, Smith and Larson","Woodard, Beck and Kim",Low Compatibility,27.0
"Vaughn, Smith and Larson",Martinez Inc,Low Compatibility,27.0
"Aguirre, Vincent and Chang",Bell-Stephenson,Low Compatibility,27.0
Kirby-Foster,Rivera Inc,Low Compatibility,27.0
Kirby-Foster,Jensen-Roberts,Low Compatibility,27.0
Kirby-Foster,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Kirby-Foster,Murphy PLC,Low Compatibility,27.0
Kirby-Foster,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Kirby-Foster,Adkins-Dean,Low Compatibility,27.0
"Williamson, Cruz and Rice",Combs-Rivera,Low Compatibility,27.0
Barker and Sons,Combs-Rivera,Low Compatibility,27.0
Barker and Sons,"Greene, Dyer and Owens",Low Compatibility,27.0
Barker and Sons,Manning Group,Low Compatibility,27.0
Barker and Sons,"White, Odom and Burke",Low Compatibility,27.0
Barker and Sons,"Warren, Prince and Walker",Low Compatibility,27.0
Barker and Sons,Hickman and Sons,Low Compatibility,27.0
Miller-Johnson,York-Ball,Low Compatibility,27.0
Miller-Johnson,"Lee, Sosa and Hernandez",Low Compatibility,27.0
Miller-Johnson,"Perkins, Moss and Moreno",Low Compatibility,27.0
Miller-Johnson,"Bennett, Green and Robles",Low Compatibility,27.0
Miller-Johnson,"Walker, Allen and Conrad",Low Compatibility,27.0
Miller-Johnson,Torres-Orr,Low Compatibility,27.0
Williams-Hubbard,Rivera Inc,Low Compatibility,27.0
Williams-Hubbard,Jensen-Roberts,Low Compatibility,27.0
Williams-Hubbard,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Williams-Hubbard,Murphy PLC,Low Compatibility,27.0
Miller-Johnson,"Smith, Cunningham and Mays",Low Compatibility,27.0
Gibson-Jones,"Meadows, Stephens and Hernandez",Low Compatibility,27.0
"Vaughn, Smith and Larson","Bennett, Walker and Taylor",Low Compatibility,27.0
Gibson-Jones,Spencer and Sons,Low Compatibility,27.0
"Vaughn, Smith and Larson","Hammond, Thornton and Michael",Low Compatibility,27.0
"King, Foster and Orr",Combs-Rivera,Low Compatibility,27.0
"King, Foster and Orr","Greene, Dyer and Owens",Low Compatibility,27.0
Williams-Hubbard,Martinez Inc,Low Compatibility,27.0
Williams-Hubbard,"Bennett, Walker and Taylor",Low Compatibility,27.0
Williams-Hubbard,Martinez and Sons,Low Compatibility,27.0
Williams-Hubbard,Barrett and Sons,Low Compatibility,27.0
Williams-Hubbard,Torres Inc,Low Compatibility,27.0
"Vaughn, Smith and Larson",Rivera Inc,Low Compatibility,27.0
"Vaughn, Smith and Larson",Jensen-Roberts,Low Compatibility,27.0
Gibson-Jones,"Dalton, Nguyen and Webb",Low Compatibility,27.0
"Vaughn, Smith and Larson","Edwards, Cabrera and Miller",Low Compatibility,27.0
Gibson-Jones,Brown-Burton,Low Compatibility,27.0
Stephens Inc,"Dalton, Nguyen and Webb",Low Compatibility,27.0
Stephens Inc,Nguyen PLC,Low Compatibility,27.0
Gibson-Jones,Johnston-Fuller,Low Compatibility,27.0
"Williamson, Cruz and Rice","Greene, Dyer and Owens",Low Compatibility,27.0
"Williamson, Cruz and Rice",Manning Group,Low Compatibility,27.0
"Williamson, Cruz and Rice","White, Odom and Burke",Low Compatibility,27.0
"Williamson, Cruz and Rice","Warren, Prince and Walker",Low Compatibility,27.0
"Williamson, Cruz and Rice",Hickman and Sons,Low Compatibility,27.0
"Williamson, Cruz and Rice","Woodard, Beck and Kim",Low Compatibility,27.0
Stephens Inc,Brown-Watson,Low Compatibility,27.0
Ryan LLC,"Bennett, Green and Robles",Low Compatibility,27.0
Ryan LLC,"Walker, Allen and Conrad",Low Compatibility,27.0
"Williamson, Cruz and Rice",Martinez Inc,Low Compatibility,27.0
Williams-Hubbard,Manning Group,Low Compatibility,27.0
Williams-Hubbard,"White, Odom and Burke",Low Compatibility,27.0
Williams-Hubbard,"Warren, Prince and Walker",Low Compatibility,27.0
Williams-Hubbard,Hickman and Sons,Low Compatibility,27.0
Williams-Hubbard,"Woodard, Beck and Kim",Low Compatibility,27.0
Stephens Inc,Brown-Burton,Low Compatibility,27.0
Stephens Inc,Harris Group,Low Compatibility,27.0
Stephens Inc,"Rogers, Larsen and Smith",Low Compatibility,27.0
Gibson-Jones,"Walker, Allen and Conrad",Low Compatibility,27.0
Williams-Hubbard,Taylor LLC,Low Compatibility,27.0
"Williamson, Cruz and Rice",Rivera Inc,Low Compatibility,27.0
"Williamson, Cruz and Rice",Jensen-Roberts,Low Compatibility,27.0
"Williamson, Cruz and Rice","Edwards, Cabrera and Miller",Low Compatibility,27.0
"Williamson, Cruz and Rice",Murphy PLC,Low Compatibility,27.0
"Williamson, Cruz and Rice","Fuentes, Hebert and Hunter",Low Compatibility,27.0
"Williamson, Cruz and Rice",Adkins-Dean,Low Compatibility,27.0
Stephens Inc,Johnston-Fuller,Low Compatibility,27.0
Gibson-Jones,"Smith, Cunningham and Mays",Low Compatibility,27.0
Stephens Inc,York-Ball,Low Compatibility,27.0
Williams-Hubbard,Combs-Rivera,Low Compatibility,27.0
Williams-Hubbard,"Greene, Dyer and Owens",Low Compatibility,27.0
"Williamson, Cruz and Rice","Bennett, Walker and Taylor",Low Compatibility,27.0
"Williamson, Cruz and Rice","Hammond, Thornton and Michael",Low Compatibility,27.0
Hutchinson PLC,Adkins-Dean,Low Compatibility,27.0
Fleming Ltd,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Fleming Ltd,Taylor-Taylor,Low Compatibility,27.0
Fleming Ltd,Rivera Inc,Low Compatibility,27.0
Fleming Ltd,Jensen-Roberts,Low Compatibility,27.0
Fleming Ltd,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Fleming Ltd,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Fleming Ltd,Adkins-Dean,Low Compatibility,27.0
